hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
7.100332440874444,16,4,3,1.0,2.0,3.0,41,Travel_Frequently,Research & Development,16,1,Medical,1,109,Female,1,Research Scientist,Single,28100,1.0,Y,11,8,0,8.0,3,8,7,7,Yes
5.914191209281389,7,4,3,4.0,2.0,2.0,48,Travel_Rarely,Research & Development,1,4,Life Sciences,1,644,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0,No
8.460333556447777,20,2,3,3.0,4.0,2.0,40,Travel_Rarely,Research & Development,8,3,Technical Degree,1,2377,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,No
6.444717759928333,9,3,3,1.0,3.0,3.0,51,Travel_Rarely,Research & Development,3,2,Other,1,1336,Female,2,Sales Representative,Single,190490,7.0,Y,14,8,1,23.0,2,20,15,15,No
5.642763275323333,14,3,3,2.0,3.0,3.0,45,Travel_Rarely,Sales,2,3,Life Sciences,1,307,Male,3,Healthcare Representative,Single,60740,0.0,Y,14,8,0,9.0,2,8,3,1,No
7.4043931280677775,15,4,3,3.0,3.0,3.0,26,Travel_Rarely,Research & Development,17,4,Life Sciences,1,2817,Male,2,Sales Executive,Married,48770,1.0,Y,13,8,1,8.0,5,8,5,7,No
10.355796519410834,3,3,3,3.0,3.0,3.0,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,667,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2,No
6.726166889781111,17,3,3,2.0,2.0,3.0,36,Travel_Frequently,Research & Development,3,3,Life Sciences,1,4219,Female,2,Laboratory Technician,Single,20180,1.0,Y,13,8,0,6.0,5,6,0,3,No
5.766541722445278,10,2,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,22,3,Medical,1,3130,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,No
7.279580544399722,7,1,3,1.0,1.0,3.0,26,Travel_Rarely,Research & Development,5,4,Medical,1,1994,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,No
6.005153949129722,19,3,3,3.0,3.0,3.0,48,Travel_Rarely,Sales,3,3,Medical,1,1949,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8,No
8.222566934404167,8,3,4,4.0,4.0,4.0,44,Travel_Rarely,Human Resources,26,3,Life Sciences,1,4184,Male,5,Healthcare Representative,Married,47590,2.0,Y,21,8,0,9.0,2,4,1,3,No
5.7161970102630555,15,3,3,1.0,3.0,2.0,36,Travel_Rarely,Research & Development,7,2,Life Sciences,1,504,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,Yes
6.134292726461389,7,2,3,1.0,3.0,3.0,35,Travel_Rarely,Research & Development,16,4,Medical,1,1674,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3,No
7.885896921017222,7,3,3,4.0,3.0,3.0,55,Travel_Rarely,Research & Development,7,3,Medical,1,1278,Male,3,Research Scientist,Divorced,22720,2.0,Y,17,8,1,21.0,2,5,0,2,No
7.457330432842222,5,3,3,3.0,1.0,2.0,37,Travel_Rarely,Research & Development,22,5,Medical,1,4401,Female,2,Manufacturing Director,Married,30550,2.0,Y,14,8,3,17.0,3,3,0,2,No
5.6010040160641665,17,2,3,4.0,3.0,3.0,47,Travel_Rarely,Research & Development,25,4,Medical,1,2367,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,No
6.950522088353333,15,2,3,4.0,4.0,3.0,46,Travel_Rarely,Research & Development,2,1,Medical,1,513,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,No
6.078872155287778,8,2,3,1.0,3.0,3.0,43,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4013,Male,1,Manufacturing Director,Married,73790,7.0,Y,13,8,2,21.0,3,16,6,14,No
9.951400044622778,17,3,3,4.0,1.0,3.0,41,Travel_Rarely,Research & Development,1,4,Medical,1,1899,Male,1,Research Scientist,Single,195170,2.0,Y,13,8,0,20.0,5,18,2,17,No
6.623029897367222,14,3,3,1.0,4.0,3.0,37,Travel_Frequently,Sales,2,3,Marketing,1,4379,Female,2,Laboratory Technician,Divorced,97560,4.0,Y,19,8,0,13.0,2,9,5,8,No
6.7746240517625,15,2,3,2.0,3.0,3.0,50,Travel_Frequently,Sales,4,2,Life Sciences,1,1195,Female,2,Laboratory Technician,Divorced,167990,7.0,Y,14,8,1,12.0,2,6,0,1,Yes
7.223916778223889,13,4,3,1.0,2.0,3.0,41,Travel_Frequently,Research & Development,16,1,Medical,1,3049,Female,1,Research Scientist,Single,28100,1.0,Y,11,8,0,8.0,3,8,7,7,Yes
10.268588799642778,3,3,4,4.0,4.0,1.0,35,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1889,Male,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,10,0,7,No
7.528402498884167,5,4,4,4.0,4.0,2.0,50,Travel_Rarely,Research & Development,11,2,Life Sciences,1,2916,Male,2,Sales Executive,Divorced,62940,3.0,Y,23,8,1,32.0,2,7,0,6,No
6.552251227130555,19,3,3,3.0,1.0,2.0,48,Travel_Rarely,Research & Development,2,5,Life Sciences,1,2327,Male,1,Sales Executive,Married,47650,8.0,Y,12,8,1,10.0,4,8,7,6,No
7.603064480142778,16,3,3,3.0,1.0,4.0,45,Travel_Rarely,Research & Development,24,2,Medical,1,1387,Male,2,Sales Executive,Divorced,54760,4.0,Y,13,8,1,9.0,3,5,0,3,No
7.239323962516667,18,3,3,2.0,1.0,4.0,23,Travel_Rarely,Sales,13,3,Marketing,1,293,Male,5,Sales Executive,Married,42210,1.0,Y,11,8,1,5.0,4,4,0,2,No
7.504865015617778,9,3,3,3.0,3.0,4.0,45,Travel_Rarely,Research & Development,19,4,Medical,1,986,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3,No
7.285990629183333,11,2,4,4.0,2.0,4.0,36,Travel_Rarely,Research & Development,16,4,Life Sciences,1,2903,Male,1,Healthcare Representative,Single,67350,8.0,Y,25,8,2,16.0,3,13,3,7,No
6.621734716644166,23,2,3,1.0,4.0,3.0,31,Travel_Rarely,Research & Development,8,5,Life Sciences,1,3957,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7,No
9.572527889335,17,3,3,3.0,4.0,2.0,36,Travel_Rarely,Research & Development,26,4,Medical,1,1877,Male,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,16,4,11,No
9.18156626506,6,3,3,1.0,4.0,2.0,32,Travel_Rarely,Research & Development,1,1,Life Sciences,1,3183,Female,1,Healthcare Representative,Married,30220,1.0,Y,16,8,1,6.0,3,6,0,5,No
8.748442659526944,5,3,3,3.0,4.0,3.0,34,Travel_Frequently,Research & Development,9,4,Life Sciences,1,1111,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,No
6.069173360106944,14,2,3,4.0,3.0,3.0,24,Travel_Rarely,Sales,6,2,Medical,1,2435,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0,Yes
5.8674062918338885,6,3,4,1.0,4.0,3.0,44,Travel_Rarely,Human Resources,4,4,Life Sciences,1,3574,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7,No
6.253131414546944,17,2,3,4.0,3.0,3.0,36,Travel_Rarely,Sales,1,3,Marketing,1,2155,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7,No
7.252322623828611,20,3,3,4.0,4.0,3.0,32,Non-Travel,Research & Development,21,3,Life Sciences,1,380,Male,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,3,0,2,No
6.878472780008889,6,4,4,3.0,2.0,3.0,38,Travel_Rarely,Sales,14,2,Marketing,1,3802,Female,1,Sales Executive,Married,41710,0.0,Y,23,8,0,10.0,4,9,7,7,No
8.018044399821388,10,3,4,3.0,4.0,2.0,29,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1442,Female,1,Research Scientist,Single,21800,1.0,Y,21,8,0,4.0,2,4,0,1,Yes
5.466765952699444,23,3,3,4.0,3.0,2.0,34,Travel_Frequently,Research & Development,25,1,Life Sciences,1,2344,Female,1,Manager,Married,22590,1.0,Y,14,8,0,8.0,2,8,7,7,No
7.233784024988611,19,3,4,2.0,4.0,2.0,32,Travel_Rarely,Research & Development,3,4,Medical,1,1835,Female,4,Sales Executive,Divorced,30380,2.0,Y,20,8,0,8.0,3,5,0,3,No
10.200648148148055,7,1,4,4.0,3.0,3.0,33,Travel_Rarely,Human Resources,28,2,Human Resources,1,1576,Female,5,Manager,Single,55610,1.0,Y,21,8,1,1.0,3,1,0,0,Yes
7.2405031236052775,8,3,3,4.0,3.0,3.0,23,Travel_Rarely,Sales,2,3,Medical,1,3593,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,No
6.3501941097722225,21,2,3,3.0,3.0,3.0,42,Travel_Rarely,Sales,11,1,Technical Degree,1,1885,Male,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,5,0,3,No
6.000273315483889,16,3,3,4.0,4.0,3.0,33,Travel_Rarely,Sales,23,4,Marketing,1,533,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,No
10.4286624274875,9,4,3,4.0,1.0,3.0,39,Travel_Frequently,Sales,11,3,Marketing,1,496,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,No
6.123829763498334,19,4,3,3.0,3.0,3.0,36,Travel_Rarely,Research & Development,9,2,Medical,1,2086,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7,No
6.231782686300556,18,3,3,4.0,1.0,3.0,47,Travel_Rarely,Research & Development,2,3,Medical,1,275,Female,5,Sales Executive,Single,50210,2.0,Y,17,8,0,20.0,3,7,1,7,No
6.9881414547075,19,4,3,,3.0,3.0,34,Travel_Rarely,Sales,8,2,Life Sciences,1,3115,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7,No
7.391375502007778,18,4,3,2.0,1.0,3.0,29,Travel_Rarely,Research & Development,16,2,Life Sciences,1,1228,Female,4,Laboratory Technician,Divorced,36460,1.0,Y,14,8,0,10.0,3,10,8,8,No
5.468940205265278,22,2,4,1.0,1.0,2.0,54,Travel_Rarely,Human Resources,9,3,Life Sciences,1,135,Female,2,Manufacturing Director,Married,63230,4.0,Y,23,8,1,24.0,2,4,1,2,No
7.679288264167778,16,2,4,4.0,3.0,3.0,52,Travel_Rarely,Research & Development,26,2,Life Sciences,1,3089,Female,2,Sales Representative,Married,33750,2.0,Y,21,8,0,28.0,2,5,0,4,No
7.311961178045277,6,3,3,4.0,1.0,3.0,34,Travel_Frequently,Research & Development,6,2,Life Sciences,1,590,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9,No
6.888720437304722,17,3,3,4.0,2.0,3.0,51,Travel_Rarely,Human Resources,4,2,Human Resources,1,1402,Male,2,Sales Representative,Single,25700,3.0,Y,18,8,0,21.0,2,7,1,0,No
6.011565149486667,8,4,3,4.0,2.0,1.0,35,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2294,Male,2,Research Scientist,Single,63340,1.0,Y,14,8,0,11.0,2,11,3,3,No
5.8205957161980555,14,4,3,4.0,2.0,1.0,35,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3764,Male,2,Research Scientist,Single,63340,1.0,Y,14,8,0,11.0,2,11,3,3,No
5.891552878179167,9,3,3,3.0,1.0,3.0,24,Travel_Rarely,Sales,10,2,Marketing,1,2310,Male,1,Manufacturing Director,Divorced,23560,0.0,Y,13,8,0,2.0,5,1,0,0,No
6.1471474788038885,17,3,3,1.0,2.0,4.0,43,Travel_Rarely,Sales,7,4,Marketing,1,3344,Male,2,Sales Executive,Divorced,48760,4.0,Y,16,8,2,4.0,4,1,0,0,No
6.283167112895834,8,3,4,3.0,4.0,3.0,53,Travel_Rarely,Research & Development,19,3,Life Sciences,1,2324,Male,2,Manager,Married,25590,0.0,Y,25,8,0,34.0,2,33,1,9,Yes
6.480602409638333,12,3,3,1.0,2.0,3.0,50,Travel_Frequently,Sales,2,2,Marketing,1,3160,Male,1,Sales Executive,Married,29600,1.0,Y,14,8,3,32.0,2,32,10,7,No
8.907011378848612,5,2,3,3.0,4.0,2.0,36,Travel_Rarely,Sales,9,3,Marketing,1,845,Female,4,Research Scientist,Single,142750,3.0,Y,18,8,1,7.0,5,3,1,2,No
5.840648148148055,19,1,4,1.0,4.0,3.0,42,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3031,Male,1,Manager,Single,10910,2.0,Y,22,8,0,16.0,0,1,0,0,No
7.4068998215080555,18,3,3,1.0,3.0,3.0,27,Travel_Rarely,Research & Development,6,4,Life Sciences,1,645,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3,No
7.188787371708889,10,3,3,1.0,1.0,2.0,51,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1323,Female,1,Sales Executive,Single,20730,3.0,Y,14,8,1,23.0,4,13,12,8,No
7.663491744756667,4,4,3,4.0,4.0,3.0,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1,114,Female,2,Research Director,Single,66670,9.0,Y,12,8,1,6.0,6,3,1,2,No
8.933678045515277,8,4,3,2.0,2.0,3.0,18,Travel_Frequently,Research & Development,2,3,Technical Degree,1,200,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0,Yes
6.868895582329166,18,2,3,2.0,3.0,3.0,25,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3161,Male,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,7,0,6,No
8.653279785809723,7,2,3,3.0,1.0,3.0,34,Travel_Rarely,Sales,13,4,Medical,1,3600,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2,No
9.025584560463889,20,3,3,3.0,3.0,4.0,38,Travel_Rarely,Research & Development,1,3,Medical,1,285,Female,3,Manager,Single,96190,4.0,Y,13,8,1,10.0,2,1,0,0,No
6.485137215528611,8,3,3,4.0,2.0,2.0,33,Non-Travel,Research & Development,14,3,Other,1,2478,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,No
9.213722668451389,7,3,3,3.0,2.0,3.0,51,Travel_Rarely,Sales,18,2,Life Sciences,1,2175,Male,4,Manufacturing Director,Divorced,77250,1.0,Y,13,8,1,33.0,2,33,0,10,No
8.864603971441111,12,4,3,1.0,3.0,3.0,35,Travel_Rarely,Sales,12,2,Life Sciences,1,2336,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4,No
8.949595046853888,15,3,3,3.0,3.0,3.0,30,Non-Travel,Research & Development,2,4,Other,1,3614,Male,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,8,1,7,No
7.6239457831325,8,3,3,3.0,2.0,2.0,52,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1530,Female,2,Research Scientist,Married,47740,2.0,Y,18,8,1,11.0,2,8,7,7,Yes
5.734843819723333,19,3,3,4.0,2.0,3.0,34,Travel_Rarely,Sales,9,3,Marketing,1,2864,Female,2,Manager,Single,53680,2.0,Y,14,8,1,9.0,2,3,1,2,No
6.906858545292223,7,2,3,2.0,4.0,2.0,45,Travel_Rarely,Research & Development,3,3,Medical,1,1089,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8,No
9.488990406068611,14,3,4,2.0,2.0,2.0,41,Travel_Rarely,Research & Development,18,4,Life Sciences,1,2865,Male,5,Laboratory Technician,Single,53470,1.0,Y,24,8,1,4.0,1,4,0,2,Yes
5.966742525658056,6,3,3,3.0,3.0,4.0,46,Non-Travel,Sales,2,4,Marketing,1,1578,Female,2,Laboratory Technician,Married,30650,2.0,Y,11,8,0,7.0,3,1,0,0,No
6.298145917001111,21,2,3,3.0,3.0,3.0,42,Travel_Rarely,Sales,11,1,Technical Degree,1,415,Male,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,5,0,3,No
8.4869176706825,9,1,3,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2605,Male,2,Sales Representative,Married,48830,1.0,Y,18,8,1,10.0,1,10,0,9,No
9.588636769299166,20,3,3,4.0,3.0,3.0,38,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2825,Female,2,Research Director,Single,50420,3.0,Y,16,8,1,19.0,4,3,2,2,No
10.547551316376389,10,3,3,4.0,1.0,3.0,46,Travel_Rarely,Sales,12,3,Marketing,1,521,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,No
6.933509593931111,5,2,3,2.0,2.0,3.0,51,Travel_Frequently,Research & Development,20,3,Medical,1,2200,Male,2,Sales Executive,Married,148140,2.0,Y,11,8,1,14.0,2,4,3,2,No
8.860967202141667,6,2,3,4.0,4.0,3.0,41,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4368,Male,2,Human Resources,Single,68830,3.0,Y,19,8,2,16.0,3,1,0,0,No
5.925865684961945,7,3,3,1.0,4.0,3.0,42,Travel_Rarely,Sales,2,2,Medical,1,1569,Female,1,Laboratory Technician,Single,21330,3.0,Y,13,8,2,14.0,2,1,0,0,No
6.749175591253889,14,3,3,4.0,1.0,3.0,28,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3551,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3,No
6.858217313699167,16,3,3,2.0,3.0,3.0,40,Travel_Rarely,Research & Development,15,3,Life Sciences,1,3131,Female,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,20,5,13,No
6.038788487282222,13,4,3,3.0,2.0,3.0,40,Travel_Frequently,Research & Development,10,4,Medical,1,1795,Male,2,Manufacturing Director,Married,65670,1.0,Y,13,8,1,8.0,3,8,3,7,No
8.566610887996388,4,2,3,4.0,2.0,3.0,26,Travel_Rarely,Human Resources,2,1,Technical Degree,1,3980,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,Yes
8.896499330655834,5,3,3,4.0,1.0,3.0,52,Travel_Rarely,Sales,2,1,Medical,1,1681,Male,1,Laboratory Technician,Divorced,99800,3.0,Y,11,8,1,18.0,2,10,6,9,No
8.267108433734721,12,3,3,2.0,4.0,2.0,43,Travel_Rarely,Research & Development,10,5,Technical Degree,1,3172,Female,2,Sales Executive,Divorced,26830,4.0,Y,11,8,0,21.0,3,1,0,0,No
6.965866800535278,18,3,3,3.0,3.0,3.0,40,Travel_Rarely,Research & Development,17,4,Life Sciences,1,4140,Male,1,Manager,Married,35780,2.0,Y,14,8,1,20.0,2,5,0,2,No
7.1938933511825,4,3,3,4.0,4.0,2.0,27,Non-Travel,Sales,1,3,Technical Degree,1,358,Female,1,Sales Executive,Married,27130,1.0,Y,11,8,0,0.0,2,0,0,0,No
7.043635653725834,9,3,4,4.0,2.0,3.0,46,Travel_Rarely,Research & Development,8,4,Other,1,3552,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3,No
7.803924587237778,17,3,3,3.0,3.0,3.0,43,Travel_Frequently,Research & Development,1,4,Other,1,2475,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,Yes
6.683171575189444,11,3,3,4.0,3.0,3.0,18,Travel_Rarely,Sales,7,3,Life Sciences,1,1514,Male,1,Research Scientist,Single,38120,1.0,Y,15,8,0,0.0,3,0,0,0,No
8.071975680499722,15,2,3,4.0,4.0,2.0,29,Travel_Frequently,Research & Development,13,2,Life Sciences,1,1075,Female,1,Laboratory Technician,Single,52200,1.0,Y,17,8,0,1.0,3,1,1,0,Yes
10.056658857652778,12,3,3,2.0,4.0,4.0,45,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2250,Female,1,Research Scientist,Married,184300,4.0,Y,12,8,1,10.0,5,3,1,2,No
10.852452030343333,2,3,4,1.0,4.0,4.0,29,Travel_Rarely,Research & Development,9,4,Medical,1,4125,Male,2,Sales Representative,Married,29960,9.0,Y,25,8,0,4.0,4,2,2,2,Yes
9.281826193663333,18,4,3,3.0,4.0,3.0,26,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1718,Male,1,Manufacturing Director,Married,54540,1.0,Y,13,8,1,3.0,5,3,0,2,No
5.824280455153889,15,3,3,4.0,1.0,,26,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1786,Male,2,Laboratory Technician,Single,26130,6.0,Y,19,8,1,6.0,2,4,1,2,Yes
